sessionId,raceLabel,seasonYear,trackName,trackType,teamName,startPosition,finishPosition,positionGain,finishPercentile,bestQualifyingRank,avgQualifyingRank,bestPracticeRank,avgPracticeRank,raceStart,raceFinish,raceGain,fieldStrengthMean,fieldRatedRivals,teamCars,teamAverageFinish,bryceTeamFinishRank,paceIndex,bestLapRank,medianSectionPercentile,sectionComparisonRows,bryceLapGainPercentile,bryceStabilityPercentile,chaosExposureIndex,cautionShare,sessionIncidentCount,sessionPenaltyCount,bryceIncidentCount,brycePenaltyCount,leaderEntropy,weatherContext,archetype,bryceNetLapChartGain,bryceBestRunningPosition,bryceWorstRunningPosition,brycePrimaryStory,bestSectionFamilies,weakestSectionFamilies,sourceState,confidence,caveat,top10,top5,preRaceEligible,postRaceOnlyFields,modelLeakagePolicy,sourceHash
session_indy_nxt_2025_6448,2025 INDY NXT by Firestone at the Milwaukee Mile,2025,The Milwaukee Mile,oval,Chip Ganassi Racing,6.0,5.0,1.0,0.7778,6.0,6.0,5.0,5.0,6,5,1,0.5059778467205704,17,2,8.5,1,0.5,9.0,0.4705882352941176,171.0,0.8888888888888888,0.3888888888888889,0.1716666666666666,0.0666666666666666,3,0,0,0,0.0,dry/cool/medium,podium_top5_conversion,2.0,5.0,9.0,front_running_conversion,SF to T1:0.67; T3 to SS2:0.62; T1 to SS1:0.50; FS to SF:0.47,T4 to FS:0.28; T2 to BS:0.38; SS1 to T2:0.40; SS2 to T4:0.43,derived_from_official_results_lap_chart_sections_and_modeled_weather,medium,derived score for product discovery; review labels before public UI copy,1,1,false,finishPosition;positionGain;paceIndex;lapDynamics;sectionResults;incidentPenalty;teamOutcome;archetype,full_feature_matrix_is_post_race_context;pre_race_models_must_exclude_postRaceOnlyFields,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
session_indy_nxt_2025_6447,2025 Music City Grand Prix,2025,Nashville Superspeedway,oval,Chip Ganassi Racing,8.0,6.0,2.0,0.7222,8.0,8.0,12.0,12.0,8,6,2,0.4904995635097129,17,2,6.5,1,0.7058823529411764,5.0,0.6470588235294117,57.0,0.4444444444444444,0.9444444444444444,0.4236111485567188,0.1846153846153846,2,2,0,0,0.8904916402194913,dry/moderate/low,baseline_execution,0.0,6.0,7.0,steady_conversion,Turn 1 Entry Turn 1 Exit Turn 2 Entry BackStretch BackStretch:0.59; Turn 3:0.56; Turn 4 Entry Turn 4 Exit:0.54,Turn 4 Entry Turn 4 Exit:0.54; Turn 3:0.56; Turn 1 Entry Turn 1 Exit Turn 2 Entry BackStretch BackStretch:0.59,derived_from_official_results_lap_chart_sections_and_modeled_weather,medium,derived score for product discovery; review labels before public UI copy,1,0,false,finishPosition;positionGain;paceIndex;lapDynamics;sectionResults;incidentPenalty;teamOutcome;archetype,full_feature_matrix_is_post_race_context;pre_race_models_must_exclude_postRaceOnlyFields,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
session_indy_nxt_2026_6751,2026 Grand Prix of St. Petersburg,2026,Streets of St. Petersburg,street,Chip Ganassi Racing,19.0,18.0,1.0,0.2917,10.0,14.5,15.0,19.0,19,18,1,0.4990929573537065,23,4,21.25,1,0.3774703557312253,15.0,0.3636363636363636,190.0,0.375,0.2083333333333333,0.3942857142857143,0.2857142857142857,8,2,0,0,0.0,dry/cool/medium,team_context_outperformed_teammates,-1.0,16.0,18.0,steady_context_race,FS-PI:0.52; Turns 2/3:0.48; Turn 1:0.48; FS-PO:0.45,Turn 4:0.30; Turn 10:0.34; Turn 9a:0.36; Turns 5-8:0.36,derived_from_official_results_lap_chart_sections_and_modeled_weather,medium,derived score for product discovery; review labels before public UI copy,0,0,false,finishPosition;positionGain;paceIndex;lapDynamics;sectionResults;incidentPenalty;teamOutcome;archetype,full_feature_matrix_is_post_race_context;pre_race_models_must_exclude_postRaceOnlyFields,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
session_indy_nxt_2026_6753,2026 Grand Prix of Arlington,2026,Grand Prix of Arlington Street Circuit,street,Chip Ganassi Racing,23.0,18.0,5.0,0.2917,12.0,17.5,23.0,23.5,23,18,5,0.4990929573537065,23,4,16.75,3,0.1613495200451722,23.0,0.2792207792207792,234.0,0.6086956521739131,0.4782608695652174,0.5511256300817943,0.3333333333333333,4,4,0,0,0.672294817075638,dry/moderate/medium,recovery_drive,2.0,18.0,21.0,recovery_drive,Turn 1:0.53; BS 2:0.49; Turn 6:0.45; Turn 3:0.43,Turn 9:0.10; Turns 8/9:0.24; Turns 3/4:0.30; BS 1:0.30,derived_from_official_results_lap_chart_sections_and_modeled_weather,medium,derived score for product discovery; review labels before public UI copy,0,0,false,finishPosition;positionGain;paceIndex;lapDynamics;sectionResults;incidentPenalty;teamOutcome;archetype,full_feature_matrix_is_post_race_context;pre_race_models_must_exclude_postRaceOnlyFields,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
session_indy_nxt_2026_6750,2026 Grand Prix of Alabama Race 1 R1,2026,Barber Motorsports Park,road,Chip Ganassi Racing,5.0,8.0,-3.0,0.7083,3.0,4.0,9.0,9.0,5,8,-3,0.4990929573537065,23,4,17.25,1,0.599802371541502,10.0,0.5909090909090908,188.0,0.2608695652173913,0.4782608695652174,0.4116237023338549,0.1428571428571428,3,2,0,0,0.8224042259549891,dry/cool/medium,baseline_execution,-1.0,7.0,10.0,steady_conversion,Turn 10:0.87; Turn 4:0.70; Turn 7:0.67; FS-PO:0.66,Turns 8-9:0.40; Turn 17:0.42; Turns 12-13 Turns 14-16:0.42; Turn 11:0.46,derived_from_official_results_lap_chart_sections_and_modeled_weather,medium,derived score for product discovery; review labels before public UI copy,1,0,false,finishPosition;positionGain;paceIndex;lapDynamics;sectionResults;incidentPenalty;teamOutcome;archetype,full_feature_matrix_is_post_race_context;pre_race_models_must_exclude_postRaceOnlyFields,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
session_indy_nxt_2026_6752,2026 Grand Prix of Alabama Race 2 R2,2026,Barber Motorsports Park,road,Chip Ganassi Racing,11.0,7.0,4.0,0.75,6.0,8.5,,,11,7,4,0.4990929573537065,23,4,15.0,1,0.6304347826086957,10.0,0.6521739130434783,190.0,0.8333333333333334,1.0,0.05,0.0,0,2,0,0,0.0,dry/cold/medium,baseline_execution,0.0,7.0,7.0,steady_context_race,Turns 1-3:0.89; Turn 10:0.78; Turns 8-9:0.72; Turns 5-6:0.71,Turn 17:0.37; Turns 12-13 Turns 14-16:0.46; Turn 11:0.48; Turn 4:0.59,derived_from_official_results_lap_chart_sections_and_modeled_weather,medium,derived score for product discovery; review labels before public UI copy,1,0,false,finishPosition;positionGain;paceIndex;lapDynamics;sectionResults;incidentPenalty;teamOutcome;archetype,full_feature_matrix_is_post_race_context;pre_race_models_must_exclude_postRaceOnlyFields,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
session_indy_nxt_2026_6756,2026 Indianapolis Grand Prix Race 1 R1,2026,Indianapolis Motor Speedway Road Course,road,Chip Ganassi Racing,13.0,22.0,-9.0,0.125,7.0,10.0,12.0,12.0,13,22,-9,0.4990929573537065,23,4,14.25,4,0.391304347826087,18.0,0.5217391304347826,223.0,0.1666666666666666,0.2083333333333333,0.4813911088344699,0.1724137931034483,2,2,1,0,0.5787946246321198,wet/cool/medium,conversion_loss,-8.0,10.0,22.0,position_loss_race,FS - PO 2:0.65; Turn 14:0.62; FS - PI:0.61; FS - PO:0.54,Turn 1/2:0.43; PI to PO:0.43; Turn 12/13:0.43; Turn 8/9:0.46,derived_from_official_results_lap_chart_sections_and_modeled_weather,medium,derived score for product discovery; review labels before public UI copy,0,0,false,finishPosition;positionGain;paceIndex;lapDynamics;sectionResults;incidentPenalty;teamOutcome;archetype,full_feature_matrix_is_post_race_context;pre_race_models_must_exclude_postRaceOnlyFields,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
session_indy_nxt_2026_6765,2026 Indianapolis Grand Prix Race 2 R2,2026,Indianapolis Motor Speedway Road Course,road,Chip Ganassi Racing,14.0,12.0,2.0,0.5417,7.0,10.5,,,14,12,2,0.4990929573537065,23,4,16.75,1,0.4565217391304348,13.0,0.4347826086956522,227.0,1.0,0.4166666666666667,0.2883333333333333,0.0,1,7,0,0,0.0,dry/moderate/high,team_context_outperformed_teammates,10.0,12.0,22.0,volatile_race_shape,Turn 4/5/6 Backstretch:0.66; Turn 12/13:0.60; FS - PI:0.57; FS - PO:0.55,Turn 8/9:0.25; Turn 1/2:0.33; Turn 10:0.40; Turn 14:0.40,derived_from_official_results_lap_chart_sections_and_modeled_weather,medium,derived score for product discovery; review labels before public UI copy,0,0,false,finishPosition;positionGain;paceIndex;lapDynamics;sectionResults;incidentPenalty;teamOutcome;archetype,full_feature_matrix_is_post_race_context;pre_race_models_must_exclude_postRaceOnlyFields,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
session_indy_nxt_2026_6749,2026 Detroit Grand Prix,2026,Detroit Downtown Street Circuit,street,Chip Ganassi Racing,14.0,8.0,6.0,0.7083,7.0,10.5,15.0,17.5,14,8,6,0.4990929573537065,23,4,17.0,1,0.5217391304347826,12.0,0.5217391304347826,285.0,0.4166666666666667,0.5833333333333334,0.8069925001442312,0.3333333333333333,6,6,0,0,0.9182958340544894,dry/moderate/medium,recovery_drive,-1.0,6.0,9.0,recovery_drive,I2A to I2:0.70; I7 to I8:0.68; I1 to I2A:0.66; Back Str 2:0.63,I11 to 12:0.36; I12 to I13:0.37; I3 to I4:0.40; I6 to I7:0.41,derived_from_official_results_lap_chart_sections_and_modeled_weather,medium,derived score for product discovery; review labels before public UI copy,1,0,false,finishPosition;positionGain;paceIndex;lapDynamics;sectionResults;incidentPenalty;teamOutcome;archetype,full_feature_matrix_is_post_race_context;pre_race_models_must_exclude_postRaceOnlyFields,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
session_indy_nxt_2026_6763,2026 INDY NXT by Firestone at World Wide Technology Raceway,2026,World Wide Technology Raceway,oval,Chip Ganassi Racing,12.0,23.0,-11.0,0.0833,12.0,12.0,18.0,18.0,12,23,-11,0.5018867527017381,23,4,15.25,4,0.0,24.0,,40.0,0.5416666666666666,0.9583333333333334,0.6185766417069667,0.2266666666666666,7,1,1,0,0.9895498752015004,wet/hot/medium,incident_or_reliability_limited,0.0,21.0,22.0,incident_or_reliability_limited,FS - PO:0.50; Turn 1:0.28; Turn 4:0.25; Turn 3:0.21,BS - T3:0.05; BS - T2:0.07; FS - PI:0.16; Turn 2:0.17,derived_from_official_results_lap_chart_sections_and_modeled_weather,medium,derived score for product discovery; review labels before public UI copy,0,0,false,finishPosition;positionGain;paceIndex;lapDynamics;sectionResults;incidentPenalty;teamOutcome;archetype,full_feature_matrix_is_post_race_context;pre_race_models_must_exclude_postRaceOnlyFields,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
session_indy_nxt_2026_6762,2026 Grand Prix at Road America Race 1 R1,2026,Road America,road,Chip Ganassi Racing,15.0,21.0,-6.0,0.1667,8.0,11.5,19.0,19.0,15,21,-6,0.4990929573537065,23,4,15.75,4,0.7673160173160173,1.0,0.5346320346320346,262.0,0.0869565217391304,0.4347826086956521,0.6108567855576005,0.4,5,2,1,1,0.9709505944546688,dry/moderate/medium,hidden_pace_bad_result,-5.0,16.0,21.0,hidden_pace_bad_outcome,I5 to I6:0.72; I4A to I5:0.70; I9 to I10:0.68; I7 to I8:0.67,I4 to I4A:0.31; I10 to I11 I11 to I11B:0.33; I1B to I1:0.33; SF to I1B:0.34,derived_from_official_results_lap_chart_sections_and_modeled_weather,medium,derived score for product discovery; review labels before public UI copy,0,0,false,finishPosition;positionGain;paceIndex;lapDynamics;sectionResults;incidentPenalty;teamOutcome;archetype,full_feature_matrix_is_post_race_context;pre_race_models_must_exclude_postRaceOnlyFields,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
session_indy_nxt_2026_6754,2026 Grand Prix at Road America Race 2 R2,2026,Road America,road,Chip Ganassi Racing,15.0,10.0,5.0,0.625,8.0,11.5,,,15,10,5,0.4990929573537065,23,4,12.75,2,0.4446640316205534,14.0,0.4545454545454546,256.0,0.5833333333333334,0.5833333333333334,0.3116666666666666,0.1666666666666666,3,2,0,0,,dry/moderate/low,recovery_drive,1.0,11.0,15.0,recovery_drive,I4A to I5:0.63; SF to I1B:0.56; I1 to I2:0.54; I6 to I7:0.51,I8 to I9:0.34; I2 to I3:0.39; I5 to I6:0.42; I7 to I8:0.43,derived_from_official_results_lap_chart_sections_and_modeled_weather,medium,derived score for product discovery; review labels before public UI copy,1,0,false,finishPosition;positionGain;paceIndex;lapDynamics;sectionResults;incidentPenalty;teamOutcome;archetype,full_feature_matrix_is_post_race_context;pre_race_models_must_exclude_postRaceOnlyFields,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
session_indy_nxt_2026_6761,2026 Grand Prix at Mid-Ohio Race 1 R1,2026,Mid-Ohio Sports Car Course,road,Chip Ganassi Racing,13.0,16.0,-3.0,0.375,7.0,10.0,21.0,21.0,13,16,-3,0.4978008481418319,23,4,17.5,2,0.2173913043478261,22.0,0.3478260869565217,285.0,0.2916666666666667,0.6666666666666666,0.2669047619047618,0.1714285714285714,4,0,0,0,0.0,dry/hot/medium,team_context_outperformed_teammates,-2.0,14.0,18.0,steady_context_race,Turn 2:0.58; Turn 9:0.57; Turn 12:0.57; Back Stretch:0.48,Turn 1A:0.30; Turn 11:0.31; Turn 1:0.32; Turn 5:0.34,derived_from_official_results_lap_chart_sections_and_modeled_weather,medium,derived score for product discovery; review labels before public UI copy,0,0,false,finishPosition;positionGain;paceIndex;lapDynamics;sectionResults;incidentPenalty;teamOutcome;archetype,full_feature_matrix_is_post_race_context;pre_race_models_must_exclude_postRaceOnlyFields,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
session_indy_nxt_2026_6760,2026 Grand Prix at Mid-Ohio Race 2 R2,2026,Mid-Ohio Sports Car Course,road,Chip Ganassi Racing,15.0,14.0,1.0,0.4583,8.0,11.5,,,15,14,1,0.4978008481418319,23,4,17.25,2,0.3043478260869565,19.0,0.3913043478260869,285.0,0.875,0.8333333333333334,0.02,0.0,0,0,0,0,0.0,wet/moderate/low,team_context_outperformed_teammates,2.0,14.0,16.0,steady_context_race,Turn 12:0.59; FS - PO:0.52; Turn 9:0.49; Turn 11:0.49,Turn 3:0.19; Turn 1A:0.27; Back Stretch:0.29; Turn 1B:0.34,derived_from_official_results_lap_chart_sections_and_modeled_weather,medium,derived score for product discovery; review labels before public UI copy,0,0,false,finishPosition;positionGain;paceIndex;lapDynamics;sectionResults;incidentPenalty;teamOutcome;archetype,full_feature_matrix_is_post_race_context;pre_race_models_must_exclude_postRaceOnlyFields,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
session_indy_nxt_2026_6755,2026 Music City Grand Prix,2026,Nashville Superspeedway,oval,Chip Ganassi Racing,8.0,10.0,-2.0,0.6087,8.0,8.0,7.0,7.0,8,10,-2,0.5062512567864008,22,4,16.75,1,0.5681818181818181,11.0,0.5909090909090908,57.0,0.0869565217391304,0.5652173913043478,0.3272940754262037,0.1692307692307692,5,0,0,0,0.1146755053361467,dry/unknown/unknown,baseline_execution,-5.0,5.0,10.0,steady_context_race,Turn 3:0.59; Turn 4 Entry Turn 4 Exit:0.52; Turn 1 Entry Turn 1 Exit Turn 2 Entry BackStretch BackStretch:0.52,Turn 1 Entry Turn 1 Exit Turn 2 Entry BackStretch BackStretch:0.52; Turn 4 Entry Turn 4 Exit:0.52; Turn 3:0.59,derived_from_official_results_lap_chart_sections_and_modeled_weather,medium,derived score for product discovery; review labels before public UI copy,1,0,false,finishPosition;positionGain;paceIndex;lapDynamics;sectionResults;incidentPenalty;teamOutcome;archetype,full_feature_matrix_is_post_race_context;pre_race_models_must_exclude_postRaceOnlyFields,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
