driverId,driverName,driverLicense,carId,carNumber,teamId,teamName,class,vehicle,lapCount,validLapCount,validNonPitLapCount,stintCount,bestValidLapSeconds,medianValidNonPitLapSeconds,best20LapAverageSeconds,medianDeltaToClassHourSeconds,medianDeltaToOverallHourSeconds,medianSector1Seconds,medianSector2Seconds,medianSector3Seconds,classDriverCount,classMedianDriverCount,classMedianRank,classMedianPercentile,classBest20DriverCount,classBest20Rank,classBest20Percentile,sourceState,sourceHash
driver_alexander_sims,Alexander Sims,Platinum,car_imsa_2025_corvette_racing_by_pratt_miller_motorsports_3,3,team_corvette_racing_by_pratt_miller_motorsports,Corvette Racing by Pratt Miller Motorsports,GTDPRO,Chevrolet Corvette Z06 GT3.R,275,256,256,10,107.341,109.269,108.6658,-0.181,0.183,25.7915,50.9345,32.571,54,54,12,0.7925,52,19,0.6471,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_antonio_garcia,Antonio Garcia,Platinum,car_imsa_2025_corvette_racing_by_pratt_miller_motorsports_3,3,team_corvette_racing_by_pratt_miller_motorsports,Corvette Racing by Pratt Miller Motorsports,GTDPRO,Chevrolet Corvette Z06 GT3.R,229,205,205,12,107.761,109.221,108.5053,-0.182,0.1675,25.634,50.957,32.662,54,54,10,0.8302,52,7,0.8824,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_daniel_juncadella,Daniel Juncadella,Platinum,car_imsa_2025_corvette_racing_by_pratt_miller_motorsports_3,3,team_corvette_racing_by_pratt_miller_motorsports,Corvette Racing by Pratt Miller Motorsports,GTDPRO,Chevrolet Corvette Z06 GT3.R,219,203,203,8,108.15,109.426,108.6173,-0.072,0.346,25.777,51.056,32.614,54,54,25,0.5472,52,16,0.7059,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_nicky_catsburg,Nicky Catsburg,Platinum,car_imsa_2025_corvette_racing_by_pratt_miller_motorsports_4,4,team_corvette_racing_by_pratt_miller_motorsports,Corvette Racing by Pratt Miller Motorsports,GTDPRO,Chevrolet Corvette Z06 GT3.R,216,198,198,9,108.115,109.2755,108.7782,-0.1715,0.1985,25.6695,50.9505,32.5815,54,54,13,0.7736,52,22,0.5882,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_nico_varrone,Nico Varrone,Gold,car_imsa_2025_corvette_racing_by_pratt_miller_motorsports_4,4,team_corvette_racing_by_pratt_miller_motorsports,Corvette Racing by Pratt Miller Motorsports,GTDPRO,Chevrolet Corvette Z06 GT3.R,271,250,250,11,107.685,109.0305,108.6469,-0.3903,0.1,25.684,50.8105,32.532,54,54,3,0.9623,52,17,0.6863,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_tommy_milner,Tommy Milner,Platinum,car_imsa_2025_corvette_racing_by_pratt_miller_motorsports_4,4,team_corvette_racing_by_pratt_miller_motorsports,Corvette Racing by Pratt Miller Motorsports,GTDPRO,Chevrolet Corvette Z06 GT3.R,236,218,218,9,107.829,109.2895,108.5053,-0.2525,0.1645,25.668,50.9895,32.644,54,54,14,0.7547,52,8,0.8627,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_colton_herta,Colton Herta,Platinum,car_imsa_2025_crowdstrike_racing_by_apr_04,04,team_crowdstrike_racing_by_apr,Crowdstrike Racing by APR,LMP2,ORECA LMP2 07,171,149,149,11,99.286,101.152,100.2389,-0.297,-7.8405,24.109,47.212,29.711,47,47,14,0.7174,46,5,0.9111,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_george_kurtz,George Kurtz,Bronze,car_imsa_2025_crowdstrike_racing_by_apr_04,04,team_crowdstrike_racing_by_apr,Crowdstrike Racing by APR,LMP2,ORECA LMP2 07,193,174,174,10,101.263,103.801,103.1718,1.307,-5.409,24.692,48.281,30.6825,47,47,42,0.1087,46,40,0.1333,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_malthe_jakobsen,Malthe Jakobsen,Gold,car_imsa_2025_crowdstrike_racing_by_apr_04,04,team_crowdstrike_racing_by_apr,Crowdstrike Racing by APR,LMP2,ORECA LMP2 07,187,167,167,10,98.636,100.671,100.1693,-0.472,-8.0505,23.93,47.119,29.496,47,47,2,0.9783,46,3,0.9556,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_toby_sowery,Toby Sowery,Silver,car_imsa_2025_crowdstrike_racing_by_apr_04,04,team_crowdstrike_racing_by_apr,Crowdstrike Racing by APR,LMP2,ORECA LMP2 07,204,184,184,10,99.314,100.9075,100.3135,-0.709,-8.0553,24.012,47.146,29.7255,47,47,8,0.8478,46,8,0.8444,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_albert_costa,Albert Costa,Platinum,car_imsa_2025_dragonspeed_81,81,team_dragonspeed,DragonSpeed,GTDPRO,Ferrari 296 GT3,170,152,152,10,107.49,109.3965,108.9679,0.021,0.3848,25.6555,50.984,32.6915,54,54,21,0.6226,52,32,0.3922,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_davide_rigon,Davide Rigon,Platinum,car_imsa_2025_dragonspeed_81,81,team_dragonspeed,DragonSpeed,GTDPRO,Ferrari 296 GT3,244,226,226,9,107.698,109.4045,108.6609,0.0085,0.525,25.6735,51.0715,32.6385,54,54,23,0.5849,52,18,0.6667,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_miguel_molina,Miguel Molina,Platinum,car_imsa_2025_dragonspeed_81,81,team_dragonspeed,DragonSpeed,GTDPRO,Ferrari 296 GT3,245,228,228,9,107.869,109.6885,108.9842,0.1525,0.586,25.8315,51.1705,32.661,54,54,40,0.2642,52,33,0.3725,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_thomas_neubauer,Thomas Neubauer,Gold,car_imsa_2025_dragonspeed_81,81,team_dragonspeed,DragonSpeed,GTDPRO,Ferrari 296 GT3,64,58,58,3,108.698,109.9635,109.6724,0.28,0.4505,25.7615,51.277,32.881,54,54,46,0.1509,52,47,0.098,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_alec_udell,Alec Udell,Silver,car_imsa_2025_dxdt_racing_36,36,team_dxdt_racing,DXDT Racing,GTD,Chevrolet Corvette Z06 GT3.R,60,56,56,2,108.621,110.5245,109.9268,0.1445,0.9055,26.047,51.4515,32.9755,86,86,65,0.2471,86,62,0.2824,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_charlie_eastwood,Charlie Eastwood,Gold,car_imsa_2025_dxdt_racing_36,36,team_dxdt_racing,DXDT Racing,GTD,Chevrolet Corvette Z06 GT3.R,63,58,58,3,109.43,110.3175,110.025,0.3678,1.325,25.9095,51.3965,33.0015,86,86,61,0.2941,86,67,0.2235,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_pipo_derani,Pipo Derani,Platinum,car_imsa_2025_dxdt_racing_36,36,team_dxdt_racing,DXDT Racing,GTD,Chevrolet Corvette Z06 GT3.R,91,83,83,4,108.922,110.704,109.8089,0.299,1.407,25.942,51.642,33.155,86,86,71,0.1765,86,60,0.3059,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_salih_yoluc,Salih Yoluc,Silver,car_imsa_2025_dxdt_racing_36,36,team_dxdt_racing,DXDT Racing,GTD,Chevrolet Corvette Z06 GT3.R,141,128,128,7,109.977,111.1475,110.5352,0.8325,1.811,26.0965,51.684,33.349,86,86,82,0.0471,86,78,0.0941,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_david_heinemeier_hansson,David Heinemeier Hansson,Silver,car_imsa_2025_era_motorsport_18,18,team_era_motorsport,Era Motorsport,LMP2,ORECA LMP2 07,194,174,174,10,99.767,101.98,101.0239,0.313,-7.0278,24.2785,47.5575,30.024,47,47,31,0.3478,46,24,0.4889,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_paul_loup_chatin,Paul-Loup Chatin,Gold,car_imsa_2025_era_motorsport_18,18,team_era_motorsport,Era Motorsport,LMP2,ORECA LMP2 07,245,220,220,13,99.03,101.365,100.3541,-0.0935,-7.439,24.0855,47.335,29.788,47,47,20,0.587,46,11,0.7778,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_ryan_dalziel,Ryan Dalziel,Gold,car_imsa_2025_era_motorsport_18,18,team_era_motorsport,Era Motorsport,LMP2,ORECA LMP2 07,181,163,163,9,99.765,101.541,101.3226,0.037,-7.3135,24.133,47.427,29.937,47,47,26,0.4565,46,28,0.4,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_tobi_lutke,Tobi Lutke,Bronze,car_imsa_2025_era_motorsport_18,18,team_era_motorsport,Era Motorsport,LMP2,ORECA LMP2 07,144,130,130,7,102.57,105.72,104.3472,2.9072,-4.019,25.359,49.0375,31.0175,47,47,47,0.0,46,45,0.0222,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_austin_cindric,Austin Cindric,Gold,car_imsa_2025_ford_multimatic_motorsports_64,64,team_ford_multimatic_motorsports,Ford Multimatic Motorsports,GTDPRO,Ford Mustang GT3,190,176,176,7,108.135,109.5545,109.0519,0.2488,0.6058,25.975,51.1375,32.506,54,54,34,0.3774,52,35,0.3333,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_mike_rockenfeller,Mike Rockenfeller,Platinum,car_imsa_2025_ford_multimatic_motorsports_64,64,team_ford_multimatic_motorsports,Ford Multimatic Motorsports,GTDPRO,Ford Mustang GT3,260,242,242,9,107.946,109.408,108.9643,-0.0127,0.4038,25.9765,50.9775,32.4255,54,54,24,0.566,52,31,0.4118,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_sebastian_priaulx,Sebastian Priaulx,Gold,car_imsa_2025_ford_multimatic_motorsports_64,64,team_ford_multimatic_motorsports,Ford Multimatic Motorsports,GTDPRO,Ford Mustang GT3,273,250,250,12,107.349,109.202,108.8002,-0.3195,0.0943,25.9165,50.8435,32.422,54,54,8,0.8679,52,24,0.549,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_christopher_mies,Christopher Mies,Platinum,car_imsa_2025_ford_multimatic_motorsports_65,65,team_ford_multimatic_motorsports,Ford Multimatic Motorsports,GTDPRO,Ford Mustang GT3,264,244,244,10,107.797,109.2915,108.6064,-0.264,0.2053,25.9,50.875,32.465,54,54,15,0.7358,52,15,0.7255,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_dennis_olsen,Dennis Olsen,Platinum,car_imsa_2025_ford_multimatic_motorsports_65,65,team_ford_multimatic_motorsports,Ford Multimatic Motorsports,GTDPRO,Ford Mustang GT3,251,232,232,10,107.521,109.135,108.5889,-0.2765,0.1245,25.9065,50.837,32.376,54,54,5,0.9245,52,14,0.7451,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_frederic_vervisch,Frederic Vervisch,Gold,car_imsa_2025_ford_multimatic_motorsports_65,65,team_ford_multimatic_motorsports,Ford Multimatic Motorsports,GTDPRO,Ford Mustang GT3,208,194,194,7,107.527,109.185,108.5225,-0.2585,0.133,25.8885,50.8675,32.3935,54,54,7,0.8868,52,9,0.8431,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_franck_perera,Franck Perera,Platinum,car_imsa_2025_forte_racing_78,78,team_forte_racing,Forte Racing,GTD,Lamborghini Huracan GT3 EVO2,140,129,129,6,107.684,109.384,108.5758,-0.5065,0.382,25.725,50.982,32.693,86,86,12,0.8706,86,1,1.0,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_mario_farnbacher,Mario Farnbacher,Gold,car_imsa_2025_forte_racing_78,78,team_forte_racing,Forte Racing,GTD,Lamborghini Huracan GT3 EVO2,146,132,132,7,107.904,109.4555,108.8045,-0.2895,0.6895,25.9065,50.9305,32.679,86,86,16,0.8235,86,13,0.8588,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_misha_goikhberg,Misha Goikhberg,Silver,car_imsa_2025_forte_racing_78,78,team_forte_racing,Forte Racing,GTD,Lamborghini Huracan GT3 EVO2,147,135,135,6,108.899,110.106,109.5524,-0.32,0.609,25.989,51.198,32.866,86,86,56,0.3529,86,50,0.4235,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_parker_kligerman,Parker Kligerman,Silver,car_imsa_2025_forte_racing_78,78,team_forte_racing,Forte Racing,GTD,Lamborghini Huracan GT3 EVO2,158,146,146,6,108.696,110.0185,109.7752,0.005,0.7495,25.855,51.137,32.9485,86,86,50,0.4235,86,58,0.3294,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_anthony_bartone,Anthony Bartone,Silver,car_imsa_2025_getspeed_69,69,team_getspeed,GetSpeed,GTDPRO,Mercedes-AMG GT3,63,57,57,3,108.929,110.819,110.5858,1.056,1.135,26.145,51.48,33.091,54,54,51,0.0566,52,51,0.0196,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_fabian_schiller,Fabian Schiller,Gold,car_imsa_2025_getspeed_69,69,team_getspeed,GetSpeed,GTDPRO,Mercedes-AMG GT3,254,235,235,10,107.542,109.397,108.7599,-0.066,0.271,25.9,50.908,32.631,54,54,22,0.6038,52,21,0.6078,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_luca_stolz,Luca Stolz,Platinum,car_imsa_2025_getspeed_69,69,team_getspeed,GetSpeed,GTDPRO,Mercedes-AMG GT3,256,238,238,9,107.456,109.3195,108.5851,-0.025,0.4207,25.7775,50.88,32.6485,54,54,16,0.717,52,12,0.7843,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_maxime_martin,Maxime Martin,Platinum,car_imsa_2025_getspeed_69,69,team_getspeed,GetSpeed,GTDPRO,Mercedes-AMG GT3,150,138,138,6,107.447,109.4975,108.8427,0.016,0.3515,25.735,51.036,32.657,54,54,29,0.4717,52,27,0.4902,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_harry_tincknell,Harry Tincknell,Platinum,car_imsa_2025_gradient_racing_66,66,team_gradient_racing,Gradient Racing,GTD,Ford Mustang GT3,70,65,65,3,107.619,109.969,109.5127,-0.3045,0.468,25.947,51.365,32.723,86,86,44,0.4941,86,48,0.4471,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_joey_hand,Joey Hand,Gold,car_imsa_2025_gradient_racing_66,66,team_gradient_racing,Gradient Racing,GTD,Ford Mustang GT3,108,100,100,4,107.982,110.1845,109.5624,-0.106,0.6205,26.158,51.2685,32.662,86,86,59,0.3176,86,51,0.4118,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_tati_calderon,Tati Calderon,Silver,car_imsa_2025_gradient_racing_66,66,team_gradient_racing,Gradient Racing,GTD,Ford Mustang GT3,105,97,97,4,109.09,110.669,110.1585,0.891,1.731,26.224,51.455,32.963,86,86,69,0.2,86,71,0.1765,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_till_bechtolsheimer,Till Bechtolsheimer,Bronze,car_imsa_2025_gradient_racing_66,66,team_gradient_racing,Gradient Racing,GTD,Ford Mustang GT3,142,131,131,6,109.505,111.011,110.3621,0.549,1.647,26.459,51.684,32.886,86,86,78,0.0941,86,76,0.1176,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_alex_riberas,Alex Riberas,Gold,car_imsa_2025_heart_of_racing_team_007,007,team_heart_of_racing_team,Heart of Racing Team,GTDPRO,Aston Martin Vantage GT3 Evo,69,63,63,3,108.058,109.653,109.4147,-0.122,0.143,25.971,51.236,32.401,54,54,39,0.283,52,43,0.1765,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_marco_sorensen,Marco Sorensen,Platinum,car_imsa_2025_heart_of_racing_team_007,007,team_heart_of_racing_team,Heart of Racing Team,GTDPRO,Aston Martin Vantage GT3 Evo,62,58,58,2,108.602,109.593,109.4387,-0.096,0.2345,26.006,51.217,32.396,54,54,36,0.3396,52,45,0.1373,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_roman_de_angelis,Roman De Angelis,Gold,car_imsa_2025_heart_of_racing_team_007,007,team_heart_of_racing_team,Heart of Racing Team,GTDPRO,Aston Martin Vantage GT3 Evo,9,8,8,1,108.157,109.0835,,-17.684,-20.3648,25.786,50.919,32.413,,,,,,,,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_ross_gunn,Ross Gunn,Platinum,car_imsa_2025_heart_of_racing_team_007,007,team_heart_of_racing_team,Heart of Racing Team,GTDPRO,Aston Martin Vantage GT3 Evo,77,71,71,3,108.177,109.545,109.3167,-0.057,0.206,25.794,51.148,32.551,54,54,31,0.434,52,41,0.2157,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_casper_stevenson,Casper Stevenson,Silver,car_imsa_2025_heart_of_racing_team_27,27,team_heart_of_racing_team,Heart of Racing Team,GTD,Aston Martin Vantage GT3 Evo,148,132,132,8,108.139,109.7465,109.394,-0.3265,0.447,26.036,51.23,32.5085,86,86,28,0.6824,86,41,0.5294,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_mattia_drudi,Mattia Drudi,Platinum,car_imsa_2025_heart_of_racing_team_27,27,team_heart_of_racing_team,Heart of Racing Team,GTD,Aston Martin Vantage GT3 Evo,237,220,220,9,107.674,109.561,109.0717,-0.2343,0.5175,25.931,51.194,32.411,86,86,21,0.7647,86,23,0.7412,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_tom_gamble,Tom Gamble,Gold,car_imsa_2025_heart_of_racing_team_27,27,team_heart_of_racing_team,Heart of Racing Team,GTD,Aston Martin Vantage GT3 Evo,165,152,152,7,107.915,109.764,109.2354,-0.186,0.8265,25.9885,51.3,32.446,86,86,31,0.6471,86,35,0.6,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_zacharie_robichon,Zacharie Robichon,Silver,car_imsa_2025_heart_of_racing_team_27,27,team_heart_of_racing_team,Heart of Racing Team,GTD,Aston Martin Vantage GT3 Evo,169,157,157,6,108.035,110.059,109.185,0.0185,1.019,26.152,51.282,32.593,86,86,53,0.3882,86,33,0.6235,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_brendan_iribe,Brendan Iribe,Bronze,car_imsa_2025_inception_racing_70,70,team_inception_racing,Inception Racing,GTD,Ferrari 296 GT3,105,97,97,4,109.471,110.865,110.7665,0.377,1.278,26.204,51.614,33.001,86,86,73,0.1529,86,80,0.0706,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_david_fumanelli,David Fumanelli,Gold,car_imsa_2025_inception_racing_70,70,team_inception_racing,Inception Racing,GTD,Ferrari 296 GT3,73,67,67,3,108.703,109.98,109.997,-0.4805,0.362,25.916,51.141,32.776,86,86,48,0.4471,86,65,0.2471,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_frederik_schandorff,Frederik Schandorff,Gold,car_imsa_2025_inception_racing_70,70,team_inception_racing,Inception Racing,GTD,Ferrari 296 GT3,123,115,115,4,107.848,109.297,108.9439,-0.7095,0.196,25.719,51.001,32.565,86,86,9,0.9059,86,18,0.8,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_ollie_millroy,Ollie Millroy,Silver,car_imsa_2025_inception_racing_70,70,team_inception_racing,Inception Racing,GTD,Ferrari 296 GT3,91,83,83,4,108.923,109.925,109.6004,-0.2605,0.584,25.865,51.149,32.772,86,86,41,0.5294,86,53,0.3882,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_antonio_felix_da_costa,Antonio Felix da Costa,Platinum,car_imsa_2025_inter_europol_competition_43,43,team_inter_europol_competition,Inter Europol Competition,LMP2,ORECA LMP2 07,76,70,70,3,98.876,100.6835,100.085,-0.627,-8.2975,24.085,47.062,29.4675,47,47,3,0.9565,46,2,0.9778,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_bijoy_garg,Bijoy Garg,Silver,car_imsa_2025_inter_europol_competition_43,43,team_inter_europol_competition,Inter Europol Competition,LMP2,ORECA LMP2 07,114,100,100,7,99.427,102.156,101.3223,-0.433,-7.2785,24.481,47.68,29.754,47,47,32,0.3261,46,27,0.4222,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_jon_field,Jon Field,Bronze,car_imsa_2025_inter_europol_competition_43,43,team_inter_europol_competition,Inter Europol Competition,LMP2,ORECA LMP2 07,156,140,140,8,101.101,104.0215,103.7883,1.3305,-5.326,25.0615,48.467,30.4115,47,47,44,0.0652,46,44,0.0444,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_tom_dillmann,Tom Dillmann,Gold,car_imsa_2025_inter_europol_competition_43,43,team_inter_europol_competition,Inter Europol Competition,LMP2,ORECA LMP2 07,84,73,73,6,98.96,100.933,,-0.654,-8.0495,24.06,47.104,29.632,47,47,9,0.8261,,,,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_karen_gaillard,Karen Gaillard,Silver,car_imsa_2025_iron_dames_83,83,team_iron_dames,Iron Dames,GTD,Porsche 911 GT3 R (992),146,133,133,7,108.581,110.567,110.1274,0.347,1.3995,26.174,51.477,32.939,86,86,67,0.2235,86,69,0.2,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_michelle_gatting,Michelle Gatting,Gold,car_imsa_2025_iron_dames_83,83,team_iron_dames,Iron Dames,GTD,Porsche 911 GT3 R (992),231,214,214,9,107.987,110.041,109.0884,0.0453,0.8995,26.0485,51.3115,32.645,86,86,52,0.4,86,26,0.7059,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_rahel_frey,Rahel Frey,Silver,car_imsa_2025_iron_dames_83,83,team_iron_dames,Iron Dames,GTD,Porsche 911 GT3 R (992),190,174,174,8,108.66,109.955,109.3193,0.19,1.061,25.8555,51.137,32.838,86,86,43,0.5059,86,40,0.5412,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_sarah_bovy,Sarah Bovy,Silver,car_imsa_2025_iron_dames_83,83,team_iron_dames,Iron Dames,GTD,Porsche 911 GT3 R (992),152,140,140,6,108.414,109.753,109.1716,-0.0307,0.8945,25.8925,51.2325,32.674,86,86,29,0.6706,86,32,0.6353,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_bryce_aron,Bryce Aron,Silver,car_imsa_2025_jdc_miller_motorsports_85,85,team_jdc_miller_motorsports,JDC Miller MotorSports,GTP,Porsche 963,142,122,122,10,98.111,101.0165,99.0332,1.9355,-8.0125,24.726,46.836,29.1735,42,42,42,0.0,42,38,0.0976,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_gianmaria_bruni,Gianmaria Bruni,Platinum,car_imsa_2025_jdc_miller_motorsports_85,85,team_jdc_miller_motorsports,JDC Miller MotorSports,GTP,Porsche 963,238,221,221,9,96.406,99.244,98.15,0.305,-9.887,24.203,46.103,28.9,42,42,30,0.2927,42,20,0.5366,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_pascal_wehrlein,Pascal Wehrlein,Platinum,car_imsa_2025_jdc_miller_motorsports_85,85,team_jdc_miller_motorsports,JDC Miller MotorSports,GTP,Porsche 963,204,188,188,8,97.491,99.4755,98.9848,0.66,-9.4245,24.301,46.201,28.957,42,42,38,0.0976,42,37,0.122,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
driver_tijmen_van_der_helm,Tijmen van der Helm,Gold,car_imsa_2025_jdc_miller_motorsports_85,85,team_jdc_miller_motorsports,JDC Miller MotorSports,GTP,Porsche 963,196,180,180,8,97.256,99.339,98.5845,0.5005,-9.6575,24.252,46.158,28.8135,42,42,32,0.2439,42,29,0.3171,official_alkamel_time_cards_driver_summary,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
